1,2
2,1
3,0
4,4
5,0
6,2
7,8
8,4
9,4
10,2
11,2
12,2
13,5
14,3
15,6
16,1
17,7
18,2
19,5
20,3
21,4
22,4
23,4
24,0
25,0
26,0
27,1
28,2
29,0
30,0
31,0
32,1
33,0
34,0
35,0
36,0
37,3
38,1
39,1
40,2
41,0
42,0
43,3
44,3
45,0
46,0
47,3
48,2
49,1
50,3
51,0
52,0
53,0
