1,15
2,8
3,6
4,4
5,5
6,7
7,10
8,8
9,6
10,7
11,1
12,0
13,3
14,5
15,4
16,3
17,6
18,4
19,16
20,11
21,9
22,6
23,5
24,4
25,3
26,9
27,2
28,5
29,3
30,3
31,5
32,0
33,3
34,3
35,1
36,1
37,1
38,0
39,2
40,0
41,1
42,1
43,0
44,0
45,4
46,4
47,0
48,5
49,6
50,5
51,4
52,10
53,2
54,2
55,4
56,8
57,0
58,1
59,2
60,5
61,3
62,2
63,0
64,4
65,3
66,3
67,3
68,1
