1,9
2,20
3,30
4,16
5,8
6,31
7,11
8,25
9,7
10,9
11,6
12,2
13,16
14,31
15,12
16,8
17,9
18,3
19,4
20,7
21,6
22,1
23,5
24,4
25,8
26,0
27,13
28,10
29,6
30,23
31,15
32,11
33,5
34,18
35,38
36,12
37,24
38,11
39,22
40,15
41,21
42,19
43,19
44,11
45,12
46,13
47,11
48,10
49,40
50,26
51,23
52,26
53,10
54,10
55,16
56,6
57,6
58,5
59,4
60,1
61,13
62,18
